Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,source,is_attack,attack_type
53,17,22/02/2018 12:25:46,89313,2,2,88,212,44,44,44.0,0.0,106,106,106.0,0.0,3358.9734976991,44.7863133027,29771.0,27087.0591057796,53016,25,53016,53016.0,0.0,53016,53016,25,25.0,0.0,25,25,0,0,0,0,16,16,22.3931566513,22.3931566513,44,106,68.8,33.9587985653,1153.2,0,0,0,0,0,0,0,0,1,86.0,44.0,106.0,0,0,0,0,0,0,2,88,2,212,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 01:59:55,96822,2,2,80,204,40,40,40.0,0.0,102,102,102.0,0.0,2933.217657144,41.3129247485,32274.0,33328.3974562234,66566,1,30255,30255.0,0.0,30255,30255,1,1.0,0.0,1,1,0,0,0,0,16,16,20.6564623743,20.6564623743,40,102,64.8,33.9587985653,1153.2,0,0,0,0,0,0,0,0,1,81.0,40.0,102.0,0,0,0,0,0,0,2,80,2,204,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 09:30:17,302,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,397350.993377483,6622.5165562914,302.0,0.0,302,302,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3311.2582781457,3311.2582781457,52,68,57.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,0,0,0,0,0,0,1,52,1,68,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
3389,6,22/02/2018 11:56:06,1581611,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1725.4558801121,9.4840008068,112972.214285714,246002.085061263,953303,64,1581611,225944.428571429,388836.054286747,1104037,64,1487862,247977.0,346251.794212824,953303,94657,0,0,0,0,172,152,5.0581337636,4.4258670432,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 12:35:36,104347,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,1801.680929974,38.333636808,34782.3333333333,43141.6424389862,83074,47,21226,21226.0,0.0,21226,21226,47,47.0,0.0,47,47,0,0,0,0,16,16,19.166818404,19.166818404,39,55,45.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,0,0,0,0,0,0,2,78,2,110,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 05:00:11,300,1,1,33,193,33,33,33.0,0.0,193,193,193.0,0.0,753333.333333333,6666.6666666667,300.0,0.0,300,300,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3333.3333333333,3333.3333333333,33,193,86.3333333333,92.3760430703,8533.3333333333,0,0,0,0,0,0,0,0,1,129.5,33.0,193.0,0,0,0,0,0,0,1,33,1,193,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
3389,6,22/02/2018 05:28:33,2523414,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1081.471371721,5.9443278035,180243.857142857,249787.901130557,953313,91,2523414,360487.714285714,423646.831222546,1313534,151223,2213172,368862.0,291401.499825241,953313,168573,0,0,0,0,168,148,3.1703081619,2.7740196416,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 05:13:37,379,1,1,42,74,42,42,42.0,0.0,74,74,74.0,0.0,306068.601583113,5277.0448548813,379.0,0.0,379,379,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2638.5224274406,2638.5224274406,42,74,52.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,79.0,42.0,74.0,0,0,0,0,0,0,1,42,1,74,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 02:53:01,14138,1,1,41,120,41,41,41.0,0.0,120,120,120.0,0.0,11387.7493280521,141.4627245721,14138.0,0.0,14138,14138,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,70.731362286,70.731362286,41,120,67.3333333333,45.610671266,2080.3333333333,0,0,0,0,0,0,0,0,1,101.0,41.0,120.0,0,0,0,0,0,0,1,41,1,120,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 02:00:05,91067,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1844.7955900601,43.9237045252,30355.6666666667,29830.1213932048,59632,1,31434,31434.0,0.0,31434,31434,1,1.0,0.0,1,1,0,0,0,0,16,16,21.9618522626,21.9618522626,34,50,40.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,0,0,0,0,0,0,2,68,2,100,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 12:32:21,280,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,321428.571428571,7142.8571428572,280.0,0.0,280,280,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3571.4285714286,3571.4285714286,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
445,6,22/02/2018 08:45:11,1132175,6,5,1453,338,1084,0,242.1666666667,417.1380666718,145,0,67.6,69.7588704037,1581.9109236646,9.7158124848,113217.5,133471.327286467,267122,67,1066787,213357.4,119224.524667956,267189,83,1132108,283027.0,32660.8109819704,332013,266218,0,0,0,0,132,112,5.2995340826,4.4162784022,0,1084,149.25,301.0430730281,90626.9318181818,0,0,0,1,0,0,0,0,0,162.8181818182,242.1666666667,67.6,0,0,0,0,0,0,6,1453,5,338,8192,253,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 09:15:28,5566702,4,4,97,231,97,0,24.25,48.5,231,0,57.75,115.5,58.9217816941,1.4371166267,795243.142857143,2081304.50887205,5515002,39,51700,17233.3333333333,29585.779444411,51396,102,5566539,1855513.0,3213413.241958,5566043,194,0,0,0,0,92,92,0.7185583133,0.7185583133,0,231,36.4444444444,79.6996096463,6352.0277777778,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 09:33:18,83,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.3855421687,83.0,0.0,83,83,83,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0,0,0,40,0,24096.3855421687,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 09:58:33,54887130,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0364384146,54887130.0,0.0,54887130,54887130,54887130,54887130.0,0.0,54887130,54887130,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0364384146,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 09:57:06,116483407,15,15,1184,4986,534,0,78.9333333333,141.6950783835,1430,0,332.4,497.6376765709,52.9689177103,0.2575474119,4016669.20689655,14947352.9150431,57998739,1,116483407,8320243.35714286,21050269.647033,58015020,156,116421229,8315802.07142857,21056989.0271928,58061081,1,0,0,0,0,312,312,0.1287737059,0.1287737059,0,1430,199.0322580645,377.3091114609,142362.165591398,0,0,0,1,0,0,0,0,1,205.6666666667,78.9333333333,332.4,0,0,0,0,0,0,15,1184,15,4986,8192,180,8,20,229216.0,236032.24356007,396116,62316,57981358.5,24579.7388208256,57998739,57963978,Benign,Thursday,False,Normal
0,0,22/02/2018 10:39:20,60462455,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.033078379,60462455.0,0.0,60462455,60462455,60462455,60462455.0,0.0,60462455,60462455,0,0.0,0.0,0,0,0,0,0,0,0,0,0.033078379,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0.0,0.0,0,0,60462455.0,0.0,60462455,60462455,Benign,Thursday,False,Normal
443,6,22/02/2018 12:05:23,5286286,8,5,589,2672,342,0,73.625,127.6400491337,1460,0,534.4,707.4738864439,616.8792229554,2.4591934678,440523.833333333,1466398.24909165,5096570,1,5286286,755183.714285714,1914580.87879364,5096570,38,108853,27213.25,34632.9585354279,74602,1,0,0,0,0,172,108,1.5133498263,0.9458436415,0,1460,232.9285714286,466.3955838763,217524.840659341,0,0,0,1,0,0,0,0,0,250.8461538462,73.625,534.4,0,0,0,0,0,0,8,589,5,2672,8192,4916,3,20,189678.0,0.0,189678,189678,5096570.0,0.0,5096570,5096570,Benign,Thursday,False,Normal
80,6,22/02/2018 12:05:30,5280490,4,4,97,231,97,0,24.25,48.5,231,0,57.75,115.5,62.1154476194,1.5150109175,754355.714285714,1973590.5192306,5229840,39,50650,16883.3333333333,28976.9653403067,50343,103,5280325,1760108.33333333,3048164.04770631,5279825,211,0,0,0,0,92,92,0.7575054588,0.7575054588,0,231,36.4444444444,79.6996096463,6352.0277777778,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 12:32:19,117118409,40,54,1800,48284,575,0,45.0,131.7193987232,1460,0,894.1481481481,663.6477926825,427.6355905757,0.8026065313,1259337.7311828,3271221.69672111,10007328,1,117118409,3003036.12820513,4538317.65699444,10015408,17,111632354,2106270.83018868,4088998.0092859,10018683,1,0,0,0,0,812,1224,0.3415346942,0.4610718371,0,1460,527.2,659.3768754133,434777.863829787,0,0,0,1,0,0,0,0,1,532.8085106383,45.0,894.1481481481,0,0,0,0,0,0,40,1800,54,48284,8192,294,17,20,133012.083333333,421439.435046659,1471262,11280,9626853.16666667,1307567.75609171,10007328,5474769,Benign,Thursday,False,Normal
51200,6,22/02/2018 12:34:25,0,2,0,31,0,31,0,15.5,21.9203102168,0,0,0.0,0.0,788.1881481705,46.3644477415,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,40,0,0.0,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 10:10:33,1857,1,1,28,95,28,28,28.0,0.0,95,95,95.0,0.0,66235.8642972536,1077.0059235326,1857.0,0.0,1857,1857,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,538.5029617663,538.5029617663,28,95,50.3333333333,38.6824680357,1496.3333333333,0,0,0,0,0,0,0,0,1,75.5,28.0,95.0,0,0,0,0,0,0,1,28,1,95,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 01:13:01,355432,9,6,512,4403,194,0,56.8888888889,83.4826994719,1430,0,733.8333333333,710.5587707338,13828.242814378,42.2021652524,25388.0,40790.0917795562,95752,0,355432,44429.0,47445.0668156644,95996,29,259142,51828.4,70870.0973140294,154884,0,0,0,0,0,192,132,25.3212991515,16.880866101,0,1430,307.1875,537.3138398553,288706.1625,0,0,0,1,0,0,0,0,0,327.6666666667,56.8888888889,733.8333333333,0,0,0,0,0,0,9,512,6,4403,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
445,6,22/02/2018 01:14:19,793267,7,5,364,582,103,0,52.0,49.2172056636,409,0,116.4,167.0353256051,1192.5366868911,15.1273152671,72115.1818181818,81786.498777999,160221,36,793267,132211.166666667,64586.3382161171,160971,421,633010,158252.5,2145.5309366215,161391,156729,0,0,0,0,152,112,8.8242672392,6.303048028,0,409,72.7692307692,109.5332170669,11997.5256410256,0,0,0,1,0,0,0,0,0,78.8333333333,52.0,116.4,0,0,0,0,0,0,7,364,5,582,8192,255,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 01:49:24,1068,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,72097.3782771536,2808.988764045,534.0,732.5626253093,1052,16,1068,534.0,732.5626253093,1052,16,0,0.0,0.0,0,0,1,0,0,0,60,0,2808.988764045,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 12:45:50,1172,1,1,48,64,48,48,48.0,0.0,64,64,64.0,0.0,95563.1399317406,1706.4846416382,1172.0,0.0,1172,1172,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,853.2423208191,853.2423208191,48,64,53.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,80.0,48.0,64.0,0,0,0,0,0,0,1,48,1,64,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
54132,6,22/02/2018 09:19:46,168,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11904.7619047619,168.0,0.0,168,168,168,168.0,0.0,168,168,0,0.0,0.0,0,0,0,0,0,0,40,0,11904.7619047619,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
60186,6,22/02/2018 08:32:18,41,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,48780.4878048781,41.0,0.0,41,41,41,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0,0,0,40,0,48780.4878048781,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
54251,6,22/02/2018 12:18:26,151,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13245.0331125828,151.0,0.0,151,151,151,151.0,0.0,151,151,0,0.0,0.0,0,0,0,0,0,0,40,0,13245.0331125828,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64676,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 02:27:06,294,1,1,35,131,35,35,35.0,0.0,131,131,131.0,0.0,564625.850340136,6802.7210884354,294.0,0.0,294,294,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3401.3605442177,3401.3605442177,35,131,67.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,100.5,35.0,131.0,0,0,0,0,0,0,1,35,1,131,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 12:32:20,18642,1,1,33,65,33,33,33.0,0.0,65,65,65.0,0.0,5256.9466795408,107.2846261131,18642.0,0.0,18642,18642,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,53.6423130565,53.6423130565,33,65,43.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,65.5,33.0,65.0,0,0,0,0,0,0,1,33,1,65,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 08:23:18,32537,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61.4684820358,32537.0,0.0,32537,32537,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,30.7342410179,30.7342410179,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,256,946,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 09:39:06,903,3,4,148,243,148,0,49.3333333333,85.4478398401,243,0,60.75,121.5,433001.107419712,7751.9379844961,150.5,107.4350966863,289,1,502,251.0,128.693434176,342,160,614,204.6666666667,192.6559973978,384,1,0,0,0,0,72,92,3322.2591362126,4429.6788482835,0,243,48.875,93.9930658537,8834.6964285714,0,0,0,1,0,0,0,0,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 09:39:06,82,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.243902439,82.0,0.0,82,82,82,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0,0,0,40,0,24390.243902439,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
445,6,22/02/2018 10:43:36,171211,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23.3629848549,57070.3333333333,97495.8965512566,169646,83,171211,85605.5,118968.594614293,169729,1482,0,0.0,0.0,0,0,0,0,0,0,72,32,17.5222386412,5.8407462137,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
