Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,source,is_attack,attack_type,Pkt_Size_Ratio,IAT_Ratio,Pkts_Per_Second,Flag_Combination,SQL_Injection_Score,Brute_Force_Score,XSS_Score
53,17,22/02/2018 12:25:46,11.3999135294927,1.0986122886681098,1.0986122886681098,4.48863636973214,5.3612921657094255,3.80666248977032,3.80666248977032,3.80666248977032,0.0,0.0726027397260273,4.672828834461906,4.672828834461906,0.0,8.11968836533659,3.82398521027412,10.301323633479802,10.20684828636181,10.878367895820444,3.258096538021482,10.878367895820444,10.878367895820444,0.0,10.878367895820444,10.878367895820444,3.258096538021482,3.258096538021482,0.0,3.258096538021482,3.258096538021482,0.0,0,0,0,2.833213344056216,2.833213344056216,3.152443528792436,3.152443528792436,3.80666248977032,0.0726027397260273,4.245634009768327,3.5541701842156894,7.051162742276866,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.465908118654584,3.80666248977032,4.672828834461906,0,0,0,0,0,0,1.0986122886681098,4.48863636973214,1.0986122886681098,5.3612921657094255,0.0,0.0,0.6931471805599453,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.548995680117923,2.5547490054969635,1086.2293678019716,0.0,0.0,0.004931271075150342,3.4771194877167676e-05
53,17,22/02/2018 01:59:55,11.48063984834726,1.0986122886681098,1.0986122886681098,4.394449154672439,5.3230099791384085,3.713572066704308,3.713572066704308,3.713572066704308,0.0,0.0698630136986301,4.634728988229636,4.634728988229636,0.0,7.984196140390389,3.745092588991386,10.382048215714844,10.414195093017264,11.105964238234526,0.6931471805599453,10.31744979089824,10.31744979089824,0.0,10.31744979089824,10.31744979089824,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,2.833213344056216,2.833213344056216,3.075303902947576,3.075303902947576,3.713572066704308,0.0698630136986301,4.186619838331271,3.5541701842156894,7.051162742276866,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.406719247264253,3.713572066704308,4.634728988229636,0,0,0,0,0,0,1.0986122886681098,4.394449154672439,1.0986122886681098,5.3230099791384085,0.0,0.0,0.6931471805599453,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.471072482322849,6.559361386741134,1086.142675783519,0.0,0.0,0.004827795843250328,3.4041574177245844e-05
53,17,22/02/2018 09:30:17,5.713732805509369,0.6931471805599453,0.6931471805599453,3.970291913552122,4.23410650459726,3.970291913552122,3.970291913552122,3.970291913552122,0.0,0.0465753424657534,4.23410650459726,4.23410650459726,0.0,12.89257780003495,8.798381709749998,5.713732805509369,0.0,5.713732805509369,5.713732805509369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.19722457733622,2.19722457733622,8.105385494996584,8.105385494996584,3.970291913552122,0.0465753424657534,4.0661736852548325,2.326067637845232,4.458215773031042,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.465908118654584,3.970291913552122,4.23410650459726,0,0,0,0,0,0,0.6931471805599453,3.970291913552122,0.6931471805599453,4.23410650459726,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.793603529964724,0.8510515641642176,689.2092232114226,0.0,0.0,0.0027519966458786032,1.226899485398451e-05
3389,6,22/02/2018 11:56:06,14.273955138063176,2.19722457733622,2.079441541679836,7.046647277848756,7.366445148327599,6.519147287940395,0.0,4.973279507552487,5.434288054579135,0.8034246575342465,0.0,5.424320492751579,430.0986044197,7.453825961978242,2.349850362416517,11.634906027876305,12.413099355735309,13.767689124423772,4.174387269895637,14.273955138063176,12.328048782598591,12.870915651262722,13.914484925516668,4.174387269895637,14.212851420244007,12.421095311534764,12.754924406379857,13.767689124423772,11.458025674988566,0.0,0,0,0,5.153291594497779,5.030437921392435,1.801401792849885,1.6911777102874237,0.0,0.8034246575342465,5.144947631703849,5.769673960096536,11.53310641121764,0.0,0.0,0.0,1,0,0.0,0,0.0,0,5.209121787743384,4.973279507552487,5.424320492751579,0,0,0,0,0,0,2.19722457733622,7.046647277848756,2.079441541679836,7.366445148327599,0.1250152587890625,0.9590606689453124,1.791759469228055,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.614870885071393,2.6607380557933102,2166.302867391614,2.0,0.0,0.015483066586708658,0.00017856785451647922
53,17,22/02/2018 12:35:36,11.555486746054305,1.0986122886681098,1.0986122886681098,4.3694478524670215,4.709530201312334,3.688879454113936,3.688879454113936,3.688879454113936,0.0,0.0376712328767123,4.02535169073515,4.02535169073515,0.0,7.497030241361036,3.6720800512254175,10.456893623837235,10.67226717070952,11.327499093222794,3.871201010907891,9.963029235244443,9.963029235244443,0.0,9.963029235244443,9.963029235244443,3.871201010907891,3.871201010907891,0.0,3.871201010907891,3.871201010907891,0.0,0,0,0,2.833213344056216,2.833213344056216,3.004038600505669,3.004038600505669,3.688879454113936,0.0376712328767123,3.8372994592322094,2.2786571822549204,4.354141431184346,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.056123349401903,3.688879454113936,4.02535169073515,0,0,0,0,0,0,1.0986122886681098,4.3694478524670215,1.0986122886681098,4.709530201312334,0.0,0.0,0.6931471805599453,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.5549597379579843,2.325401696184897,1086.0623100390642,0.0,0.0,0.004800329105414752,2.090131184120646e-05
53,17,22/02/2018 05:00:11,5.707110264748875,0.6931471805599453,0.6931471805599453,3.5263605246161616,5.267858159063328,3.5263605246161616,3.5263605246161616,3.5263605246161616,0.0,0.1321917808219178,5.267858159063328,5.267858159063328,0.0,13.532264410013106,8.805025252619147,5.707110264748875,0.0,5.707110264748875,5.707110264748875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.19722457733622,2.19722457733622,8.11202803831706,8.11202803831706,3.5263605246161616,0.1321917808219178,4.4697322150926055,4.536634814156854,9.051852522433622,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.871373226762748,3.5263605246161616,5.267858159063328,0,0,0,0,0,0,0.6931471805599453,3.5263605246161616,0.6931471805599453,5.267858159063328,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.1146318003264346,0.8509044938092364,689.2137616263612,0.0,0.0,0.002444286855275582,2.212532413647762e-05
3389,6,22/02/2018 05:28:33,14.741123700818893,2.19722457733622,2.079441541679836,7.046647277848756,7.366445148327599,6.519147287940395,0.0,4.973279507552487,5.434288054579135,0.8034246575342465,0.0,5.424320492751579,430.0986044197,6.9870020130798185,1.937925182969077,12.102071522939085,12.428371444663938,13.76769961420201,4.5217885770490405,14.741123700818893,12.795215929490931,12.956657802346532,14.0882325341174,11.92651746029,14.609937790401585,12.81818058037078,12.5824607513792,13.76769961420201,12.035130101507477,0.0,0,0,0,5.1298987149230735,5.003946305945459,1.42798993281647,1.3281406513843257,0.0,0.8034246575342465,5.144947631703849,5.769673960096536,11.53310641121764,0.0,0.0,0.0,1,0,0.0,0,0.0,0,5.209121787743384,4.973279507552487,5.424320492751579,0,0,0,0,0,0,2.19722457733622,7.046647277848756,2.079441541679836,7.366445148327599,0.1250152587890625,0.9590606689453124,1.791759469228055,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.614870885071393,2.493340594644744,2165.305540513443,2.0,0.0,0.015483066586708658,0.00017856785451647922
53,17,22/02/2018 05:13:37,5.940171252720432,0.6931471805599453,0.6931471805599453,3.7612001156935615,4.31748811353631,3.7612001156935615,3.7612001156935615,3.7612001156935615,0.0,0.0506849315068493,4.31748811353631,4.31748811353631,0.0,12.631567811224253,8.571311015488943,5.940171252720432,0.0,5.940171252720432,5.940171252720432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.19722457733622,2.19722457733622,7.878353281079477,7.878353281079477,3.7612001156935615,0.0506849315068493,3.9827920763169744,2.9691423035916094,5.835784921260351,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.382026634673881,3.7612001156935615,4.31748811353631,0,0,0,0,0,0,0.6931471805599453,3.7612001156935615,0.6931471805599453,4.31748811353631,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.579760214414993,0.8559113365382711,689.0540813145509,0.0,0.0,0.002607065255714732,1.5214272108041793e-05
53,17,22/02/2018 02:53:01,9.55669221559184,0.6931471805599453,0.6931471805599453,3.737669618283368,4.795790545596741,3.737669618283368,3.737669618283368,3.737669618283368,0.0,0.0821917808219178,4.795790545596741,4.795790545596741,0.0,9.340381246027045,4.959080383540004,9.55669221559184,0.0,9.55669221559184,9.55669221559184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.19722457733622,2.19722457733622,4.272928061816358,4.272928061816358,3.737669618283368,0.0821917808219178,4.224397690469811,3.841829512040224,7.640763992967197,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.624972813284271,3.737669618283368,4.795790545596741,0,0,0,0,0,0,0.6931471805599453,3.737669618283368,0.6931471805599453,4.795790545596741,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.453795976388429,0.9052733583988517,686.5856924178786,0.0,0.0,0.0025907551577776834,1.9795348724141773e-05
53,17,22/02/2018 02:00:05,11.419361759191911,1.0986122886681098,1.0986122886681098,4.23410650459726,4.61512051684126,3.555348061489413,3.555348061489413,3.555348061489413,0.0,0.0342465753424657,3.9318256327243257,3.9318256327243257,0.0,7.520665677653251,3.804965595864308,10.320771431893755,10.30330746960156,10.995964391098154,0.6931471805599453,10.355677200817162,10.355677200817162,0.0,10.355677200817162,10.355677200817162,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,2.833213344056216,2.833213344056216,3.133834241655625,3.133834241655625,3.555348061489413,0.0342465753424657,3.7232808808312687,2.2786571822549204,4.354141431184346,0.0,0.0,0.0,0,0,0.0,0,0.0,1,3.9415818076696905,3.555348061489413,3.9318256327243257,0,0,0,0,0,0,1.0986122886681098,4.23410650459726,1.0986122886681098,4.61512051684126,0.0,0.0,0.6931471805599453,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.4376213044864525,6.494393705018395,1086.2084810767915,0.0,0.0,0.004651641437480126,2.0253904705946122e-05
53,17,22/02/2018 12:32:21,5.638354669333745,0.6931471805599453,0.6931471805599453,3.6375861597263857,3.9889840465642745,3.6375861597263857,3.6375861597263857,3.6375861597263857,0.0,0.0363013698630136,3.9889840465642745,3.9889840465642745,0.0,12.68053373623156,8.874008125555893,5.638354669333745,0.0,5.638354669333745,5.638354669333745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.19722457733622,2.19722457733622,8.181000915602349,8.181000915602349,3.6375861597263857,0.0363013698630136,3.768922161786704,2.326067637845232,4.458215773031042,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.166665223801727,3.6375861597263857,3.9889840465642745,0,0,0,0,0,0,0.6931471805599453,3.6375861597263857,0.6931471805599453,3.9889840465642745,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.5101624541973053,0.849360263226134,689.2608832405369,0.0,0.0,0.0025213825906582233,1.1240867635518362e-05
445,6,22/02/2018 08:45:11,13.939652002691766,1.9459101490553128,1.791759469228055,7.282073658093465,5.82600010738045,6.98933526597456,0.0,5.493747079294868,6.035811681029299,0.0993150684931506,0.0,4.22829253473184,69.7588704037,7.3670207877131775,2.371720452910372,11.637074858960228,11.801649449091986,12.495464505461928,4.219507705176107,13.880162822632805,12.27072865976516,11.6887721438106,12.49571529479459,4.430816798843313,13.939592822862355,12.55330111166047,10.393961814527003,12.71293241568425,12.492074557302166,0.0,0,0,0,4.890349128221754,4.727387818712341,1.8404756755198133,1.6894089379446855,0.0,0.7424657534246575,5.012300573415317,5.710569633125621,11.414517742730869,0.0,0.0,0.0,1,0,0.0,0,0.0,0,5.098757165370023,5.493747079294868,4.22829253473184,0,0,0,0,0,0,1.9459101490553128,7.282073658093465,1.791759469228055,5.82600010738045,0.1250152587890625,0.003875732421875,1.6094379124341005,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,6.357899992724523,2.3939929225643954,1919.1577577736814,2.0,0.0,0.01417026103745242,0.00016174669603112859
80,6,22/02/2018 09:15:28,15.53231351564368,1.6094379124341005,1.6094379124341005,4.584967478670572,5.44673737166631,4.584967478670572,0.0,3.228826155721369,3.901972669574645,0.1582191780821917,0.0,4.073291153024268,115.5,4.093040073314631,0.8908156301660098,13.586404444425064,14.548505903284742,15.52298275464058,3.688879454113936,10.853232402669228,9.754658797224206,10.295082900147102,10.847335083981154,4.634728988229636,15.53228423396897,14.433672304590408,14.982844556634204,15.532195126175068,5.272999558563747,0.0,0,0,0,4.532599493153256,4.532599493153256,0.5414857494058948,0.5414857494058948,0.0,0.1582191780821917,3.6228583530149554,4.39073373816755,8.756686793644477,0.0,0.0,0.0,1,0,0.0,0,0.0,1,3.737669618283368,3.228826155721369,4.073291153024268,0,0,0,0,0,0,1.6094379124341005,4.584967478670572,1.6094379124341005,5.44673737166631,0.1250152587890625,0.002166748046875,0.6931471805599453,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal,3.9586354339793233,3.310595400575078,1584.8219608713691,2.0,0.0,0.007379220487449807,6.461752258984247e-05
